15822,14890.695557134764
15823,17753.009881513295
15824,36262.93024513942
15825,12205.681139178701
15827,27500.51598734451
15828,14181.067573078592
15829,7741.073548477234
15830,13951.443737445705
15831,13132.00602039786
15832,21094.874324490447
15833,27837.213263927842
15834,11371.93276182355
15836,20039.423077402644
15838,15143.04073505377
15840,14632.401905672066
15841,14774.523512712713
15842,37198.661533810635
15843,11380.666210307721
15844,25205.20958125353
15845,15622.42105333045
15846,10466.917734668164
15847,13762.119952899868
15848,18041.15738206362
15849,10582.06122614945
15850,28355.603287675207
15851,13058.44163329947
15852,25047.281691278866
15853,15335.18725252551
15854,17666.469644581164
15855,15269.55865591245
15856,12182.495539731852
15857,21500.578898801163
15858,16192.47516675405
15859,39214.39493706218
15860,10667.635361181823
15861,14137.294879386229
15862,13251.41960768052
15863,15877.676033574458
15864,13894.09186060475
15865,24616.27989558427
15866,11939.222096889167
15867,13762.148174108326
15868,24272.91281004246
15869,16671.680050375835
15870,29267.580019471236
15871,11193.027894042329
15873,27392.136939385207
15874,24991.242151806997
15875,20375.46209646106
15876,16982.16796395601
15877,36359.78412842841
15878,17766.123490518876
15879,12219.483283968024
15880,17013.86713569957
15881,18364.59518113592
15882,18090.21208929965
15883,10266.966571513105
15884,13510.157193896972
15885,17784.96932602104
15887,12209.184095763394
15888,25428.896514056796
15889,32247.977395309033
15890,11803.654841340243
15891,31998.70464875696
15892,17313.389366839016
15893,26153.546237893723
15894,11189.496828587753
15895,24648.125454532288
15897,13888.432456844122
15898,12440.842381134167
15899,17044.529547602473
15900,10682.519706465773
15901,30081.649440535017
15902,17428.065126044814
15903,14355.380512289852
15904,16002.325225527586
15905,33611.29517085634
15906,11374.117134199607
15907,9514.04334114983
15908,24927.989286945918
15909,16104.789063390714
15910,15180.777423903164
15912,19344.534413929745
15913,16291.579207244902
15914,12370.468012037161
15915,28503.118160514856
15916,25151.166009518194
15918,18789.249140663313
15919,9993.125138822808
15920,16475.9848112513
15921,29875.836638970555
15922,8800.120896707434
15923,9872.961570138941
15924,9590.435811873393
15925,13108.445857811075
15926,6890.993551690974
15927,19387.26257049704
15928,11595.009846567522
15929,9888.451259962145
15930,15235.955429609803
15932,14803.71675242619
15933,15080.036309727264
15934,11494.597015783282
15935,13720.21692410617
15936,35471.67360205911
15937,12096.992961551954
15939,12409.59999673165
15940,26609.08530866621
15941,13746.108868668342
15942,13814.466753040171
15943,13473.565781160112
15944,17179.012075059705
15945,23683.771336536993
15947,17682.395437530482
15949,17901.059053865487
15950,40956.42557375919
15951,12567.119392461238
15952,25314.289808717425
15953,13887.22500397139
15954,14659.782548938776
15955,17193.90379889949
15957,16105.286238255656
15958,12803.363284181058
15959,19693.352295853045
15960,37052.43929360216
15961,12952.741984314756
15962,20500.41044535076
15963,16647.146930677878
15964,28709.647323635993
15965,20731.299520450077
15966,19471.173716553134
15967,44123.707913748585
15968,15324.605763448084
15969,27514.4951525429
15970,18327.142119241675
15971,16104.74758702156
15972,16368.214595294301
15973,21470.32281424215
15974,14838.573343003278
16239,6902.122296132398
16240,4689.614049272159
16241,5609.906735041364
16243,4279.616311425373
16244,3605.0676064295853
16246,7671.26050080508
16247,6385.577742007126
16248,7317.938154866572
16249,6526.185363258708
16252,4356.372951628578
16253,8485.254001453326
16255,3704.649578816062
16256,7945.834817601228
16257,8374.752909014704
16258,10713.530552419103
16259,5703.01914294275
16260,8288.84990256291
16261,6789.5297193739225
16262,4834.204864532383
16264,3682.20458120515
16265,6063.298818552879
16266,4976.585341510805
16267,3408.809128501094
16268,5717.676269936246
16269,7941.521013011072
16270,7239.822246283948
16271,6907.51153005621
16272,4247.758821067606
16273,8277.332191526235
16274,9681.46672531023
16275,3481.104244184913
16276,3879.251265460575
16277,4910.01227319009
16278,3411.211919081862
16279,7932.3663831733165
16280,10162.765283218008
16281,7253.96868336811
16282,10022.28545825231
16283,7047.077334310612
16284,5982.401490259757
16285,5807.1158105094055
16286,3569.4260175151912
16287,5108.052160684114
16288,9131.128684281062
16289,8208.188436252385
16290,7110.346860686184
16291,4303.231219865651
16292,6798.148223323638
16293,4915.512768039817
16294,11473.685166322317
16295,4768.201488698235
16296,4517.2982662824315
16297,5181.505072850949
16298,5566.895471303264
16299,7967.783370147335
16300,4526.886108848037
16301,6915.861014337434
16302,10714.607609475406
16303,4839.635039461544
16304,9396.777243289853
16305,4737.026855093558
16306,4112.545895729403
16307,9267.912943526811
16308,10722.101474687563
16309,4620.145054616936
16310,6132.581306071178
16312,4228.034235911676
16313,5811.707354452854
16315,8362.31465436788
16316,4782.135162537101
16317,7276.913998433391
16318,4120.607582308958
16319,9361.370838975163
16320,5663.45691851446
16321,7079.659330923673
16323,8222.514672836904
16324,8232.585392134759
16325,6669.383507101722
16326,9270.754550310212
16327,11667.387092679495
16328,7033.072776678768
16329,4785.415837042967
16330,6345.991338253278
16332,6279.278299236535
16333,7669.882343052803
16334,4177.864416658162
16336,6206.241049845849
16337,3170.287906967189
16338,6949.232594786889
16339,3557.650440130576
16340,9554.915645938418
16341,7430.169410665936
16342,11136.470174432352
16343,4827.721933508685
16345,9030.975608111352
16346,8614.629710630714
16347,7069.635657947607
16348,8853.459321612914
16349,4739.932792399824
16350,4718.850388501369
16351,9512.098301187667
16353,7270.002510978093
16354,5934.101159801855
16355,4227.858988596352
16356,3442.1273130045283
16357,11751.949872777815
16358,4906.258535913765
16359,5034.658343575925
16360,7554.297639699557
16361,7524.535046669638
16363,4737.708413867219
16364,4418.514708876384
16365,6242.065784381195
16366,11166.455329083396
16367,8913.530642058804
16368,7611.665163652012
16369,6029.21503937726
16370,6729.329997700768
16371,9760.164659953018
16372,6060.763427543907
16373,7799.301557085697
16374,4971.301755396698
16375,8336.801211120157
16377,6027.581664810322
16378,4070.578947464385
16379,10257.129498781114
16380,9191.900345258355
16381,5791.386828481268
16383,8902.913497577594
16386,4308.9093256724545
16387,6065.104366602207
16388,10495.652753126378
16389,8213.80460372236
16390,3686.112002303683
16391,5012.452036098055
16392,8600.41636308201
16393,5496.490473254587
16395,5461.82435940924
16396,6423.886194996492
16397,4573.204342234113
16399,9032.516878146158
16401,4000.168397725204
16402,6101.541124957248
16404,14662.224297305063
16405,6396.817793681228
16406,4029.94685956209
16407,6262.289501940131
16408,6531.642690418939
16409,11047.89003115728
16410,7810.696054894064
16411,4164.838959131842
16412,6630.902630043776
16413,4775.264626124797
16414,8948.038121339723
16415,5847.626888759956
16416,10211.723681936122
16417,7512.772161591039
16418,9940.349863499068
16419,10027.984538290744
16420,7969.967529921709
16421,10028.76956546897
16422,5588.98073664273
16423,4597.404971528373
16424,7548.6379016264145
16425,7970.486051640273
16426,18702.167407902743
16427,8523.925360449139
16429,4889.3450822234445
16431,12411.94228368286
16432,5868.855436630985
16433,9397.919658416955
16434,5249.260677250899
16435,7609.003573191983
16436,11222.263301678198
